,price,bedrooms,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,lat,sqft_living15
64,14025000.0,3,2.25,1660,1.0,7,1110,550,47.6113,1440
65,10481625.0,3,2.75,2770,1.5,7,1770,1000,47.5747,1440
66,32175000.0,4,2.5,2720,2.0,10,2720,0,47.5815,2750
67,9471000.0,4,2.5,2240,2.0,7,2240,0,47.3378,2221
68,6732000.0,3,1.0,1000,1.0,7,1000,0,47.3621,1010
69,43725000.0,5,2.25,3200,1.0,8,1600,1600,47.6303,3390
70,34320000.0,5,3.25,4770,1.0,11,3070,1700,47.6525,3530
71,10725000.0,3,2.0,1260,1.0,7,1260,0,47.7362,1640
72,18843000.0,4,2.0,2750,1.5,7,2250,500,47.7168,1510
73,11880000.0,4,2.5,2380,2.0,8,2380,0,47.3608,2420
74,11517000.0,3,1.75,1790,1.0,7,1090,700,47.3511,1940
75,27472500.0,4,4.0,3430,2.0,10,2390,1040,47.5822,3240
76,12540000.0,4,1.75,1760,1.0,7,880,880,47.6034,1680
77,15840000.0,3,1.0,1040,1.0,7,1040,0,47.5636,890
78,13530000.0,3,1.0,1410,1.0,7,910,500,47.7073,1130
79,23760000.0,4,2.5,3450,2.0,10,3450,0,47.342,3350
80,12870000.0,3,2.5,2350,2.0,8,2350,0,47.3512,2350
81,11880000.0,4,2.5,1900,2.0,7,1900,0,47.349,1870
82,11715000.0,2,1.0,2020,1.0,7,1010,1010,47.5474,1720
83,11748000.0,3,1.5,1680,1.0,8,1680,0,47.4811,1850
84,10395000.0,3,1.0,960,1.0,6,960,0,47.7264,1570
85,31020000.0,3,1.5,2140,2.0,9,1900,240,47.6337,2020
86,10065000.0,5,2.25,2660,1.5,7,2660,0,47.2909,1590
87,15213000.0,3,3.25,2770,2.0,9,1980,790,47.5228,1900
88,7095000.0,2,2.25,1610,2.0,7,1610,0,47.518,1950
89,11055000.0,2,1.75,1030,2.0,7,765,265,47.5394,1030
90,8035500.0,4,2.5,1980,2.0,7,1980,0,47.2897,1980
91,36296040.0,5,2.75,3520,2.0,10,3520,0,47.6506,2520
92,5049000.0,3,1.0,1200,1.0,7,1200,0,47.322,1350
93,14190000.0,3,1.5,1580,1.0,8,1290,290,47.687,1570
94,23100000.0,3,1.5,1580,1.0,8,1290,290,47.687,1570
95,29865000.0,4,2.5,3300,1.0,7,2390,910,47.5873,1950
96,8167500.0,3,1.75,1960,1.0,7,1960,0,47.3576,1750
97,6567000.0,4,1.5,1160,1.0,7,1160,0,47.3036,1160
98,10362000.0,3,1.75,1810,1.0,7,1210,600,47.4109,1650
99,14437500.0,3,2.5,2320,2.0,9,2320,0,47.4838,2550
100,28077390.0,3,2.5,2070,1.5,9,1270,800,47.6415,2200
101,18315000.0,3,2.0,1980,1.5,7,1440,540,47.6775,1610
102,23098350.0,3,2.25,2190,2.0,8,2190,0,47.7731,2570
103,35904000.0,3,2.5,2920,2.0,8,2920,0,47.5814,2370
104,9570000.0,3,1.0,1210,1.0,7,1210,0,47.4375,1640
105,12375000.0,3,2.5,2340,1.0,8,1460,880,47.4431,2250
106,15180000.0,3,1.0,1670,1.5,7,1170,500,47.6878,1240
107,6220500.0,2,1.75,1240,1.0,8,1240,0,47.3813,1270
108,22440000.0,4,2.5,3140,2.0,10,3140,0,47.7304,2990
109,15510000.0,5,1.75,2030,2.0,7,2030,0,47.6417,2500
110,19725750.0,4,2.5,2310,2.0,8,2310,0,47.5386,1940
111,18810000.0,3,1.75,1260,1.0,6,700,560,47.6823,1380
112,8992500.0,3,1.75,1540,1.0,7,1160,380,47.3624,1540
113,10888350.0,3,1.75,2080,1.0,7,1080,1000,47.5474,2090
114,15840000.0,4,2.5,3230,2.0,9,2520,710,47.3183,2640
115,24436500.0,3,3.5,4380,2.0,8,2780,1600,47.6981,1830
116,17110500.0,3,3.5,1590,3.0,8,1590,0,47.6824,1620
117,6779025.0,2,1.0,880,1.0,6,880,0,47.5009,1190
118,5669400.0,4,2.0,1570,1.0,6,1570,0,47.4965,1880
119,17655000.0,4,1.0,1610,1.5,7,1610,0,47.587,1610
120,21780000.0,3,2.5,2400,1.0,8,1560,840,47.7728,2340
121,12919500.0,3,2.0,1450,1.0,7,1450,0,47.7288,1580
122,13035000.0,2,1.0,770,1.0,6,770,0,47.6999,1710
123,14685000.0,4,1.75,2100,1.5,7,1720,380,47.5299,1850
124,25410000.0,3,2.25,2910,2.0,9,2910,0,47.6897,2700
125,47850000.0,4,2.75,2750,1.5,8,1980,770,47.6141,3060
126,14685000.0,3,2.25,2100,1.0,8,1620,480,47.5091,2660
127,8580000.0,4,2.25,2160,1.0,8,1360,800,47.3129,2090
128,27142500.0,5,3.5,2320,2.0,7,1720,600,47.6763,1700
129,14190000.0,4,2.5,2070,2.0,7,2070,0,47.5319,1970
130,6996000.0,3,1.75,1060,1.0,7,1060,0,47.2761,1420
131,21796500.0,4,2.25,2010,1.0,8,1440,570,47.5343,2060
132,25872000.0,3,3.5,3950,1.5,9,2460,1490,47.697,2480
133,14957118.0,3,2.5,2010,2.0,8,1390,620,47.5517,1690
134,22275000.0,4,3.5,2140,3.0,9,2140,0,47.6734,1540
135,6567000.0,3,1.75,1320,1.0,7,1320,0,47.3257,1550
136,7260000.0,4,1.75,2020,1.0,7,1010,1010,47.3309,1750
137,14916000.0,4,2.25,2590,1.0,8,1340,1250,47.7689,1550
138,12622500.0,2,1.0,1190,1.0,6,1190,0,47.7135,1060
139,17158350.0,3,2.25,1170,3.0,8,1170,0,47.6722,1350
140,21945000.0,2,1.0,1110,1.0,7,1110,0,47.6338,1170
141,17414100.0,5,2.5,2820,1.0,8,1550,1270,47.5707,2820
142,6765000.0,3,1.0,1610,1.0,7,1010,600,47.4563,1610
143,13860000.0,3,1.0,1060,1.0,7,940,120,47.7144,1560
144,16500000.0,4,2.25,2030,1.0,8,1380,650,47.5495,2230
145,30409500.0,4,2.5,3670,2.0,9,3670,0,47.7421,2840
146,29370000.0,4,1.0,2550,2.0,8,2370,180,47.6354,2200
147,14190000.0,2,2.5,2420,2.0,7,2420,0,47.5262,1940
148,8514000.0,5,2.0,2260,1.0,8,1130,1130,47.3887,1360
149,16863000.0,3,1.0,1430,1.0,7,980,450,47.6873,1450
150,17561610.0,3,2.0,1360,2.0,8,1360,0,47.6838,1500
151,18480000.0,3,1.0,1110,1.5,7,1110,0,47.655,1420
152,9337350.0,3,1.0,1250,1.0,7,1250,0,47.3255,1680
153,74250000.0,4,3.25,5180,2.0,12,3540,1640,47.562,3160
154,11550000.0,1,1.0,700,1.0,7,700,0,47.679,1010
155,7095000.0,3,1.0,1180,1.0,7,1180,0,47.4479,1190
156,21450000.0,5,3.5,3960,2.0,9,2500,1460,47.525,2640
157,10560000.0,4,2.75,2640,1.0,8,1620,1020,47.3135,1980
158,8151000.0,3,2.0,1270,1.5,7,1270,0,47.2086,1160
159,10560000.0,4,1.75,1760,1.0,8,1760,0,47.4715,1730
160,8415000.0,5,2.25,2060,1.0,7,1030,1030,47.4877,1010
161,14454000.0,3,1.75,1780,1.0,7,1780,0,47.7171,1200
162,29700000.0,3,2.5,3400,2.0,10,3400,0,47.6012,3400
163,14553000.0,3,2.75,1910,1.0,7,1160,750,47.7319,1710
164,13860000.0,3,2.0,2020,1.0,7,1010,1010,47.4582,2110
165,12210000.0,3,1.75,1580,1.0,7,1180,400,47.7209,1640
166,8908350.0,2,1.75,1340,1.0,5,700,640,47.408,1830
167,26634300.0,4,2.5,2680,2.0,9,2680,0,47.565,2920
168,21549000.0,3,2.5,2680,1.0,8,1610,1070,47.7028,2480
169,12259500.0,3,2.0,1370,1.0,7,1370,0,47.7458,1770
170,9372000.0,3,1.75,1560,1.0,7,1560,0,47.4776,1070
171,8976000.0,3,1.75,2160,1.0,7,1670,490,47.3026,1930
172,10329000.0,3,1.5,1340,1.5,7,1340,0,47.7658,1480
173,30277500.0,4,2.5,3880,2.0,10,2570,1310,47.6477,3740
174,22209000.0,4,2.25,2590,2.0,8,2590,0,47.5619,2260
175,14025000.0,3,2.5,1120,2.0,8,820,300,47.6106,1590
176,13198350.0,5,2.75,1970,1.0,7,1320,650,47.5868,1280
177,12705000.0,3,1.0,1220,1.0,6,1220,0,47.6101,1200
178,8908350.0,3,1.5,1950,1.0,7,1320,630,47.1976,1950
179,10890000.0,2,1.0,1350,1.0,7,1060,290,47.7224,1540
180,8580000.0,3,2.5,1670,2.0,7,1670,0,47.3505,1670
181,15510000.0,4,3.0,2380,1.5,7,1680,700,47.5384,1410
182,19437000.0,4,3.0,2440,2.0,7,2440,0,47.7044,2290
183,5395500.0,2,1.5,1050,2.0,7,1050,0,47.3848,1050
184,27555000.0,4,2.75,3130,2.0,9,2140,990,47.6993,2260
185,36135000.0,5,3.0,4090,1.0,10,2090,2000,47.6627,2540
186,8877000.0,4,1.75,1490,1.0,8,1100,390,47.3099,2190
187,18480000.0,3,2.5,1900,2.0,8,1900,0,47.62,2030
188,20295000.0,4,1.0,1330,1.5,6,1330,0,47.65,1330
189,19311204.0,3,2.25,2230,1.0,8,1430,800,47.6647,2230
190,10065000.0,3,1.75,1650,1.0,7,1220,430,47.726,1540
191,5509350.0,3,1.0,1190,1.0,6,1190,0,47.4616,1230
192,26367000.0,3,2.5,2140,1.0,8,2140,0,47.5505,2680
193,13200000.0,3,2.5,2180,1.0,7,1420,760,47.7606,1900
194,7590000.0,3,1.0,1060,1.0,7,1060,0,47.7481,1570
195,8477139.0,3,2.5,1690,2.0,8,1690,0,47.2779,2550
196,13959000.0,4,2.0,1970,1.5,7,1130,840,47.5511,1500
197,15345000.0,3,2.5,2150,2.0,8,2150,0,47.5488,1750
198,14520000.0,3,2.5,1910,2.0,7,1910,0,47.5385,2330
199,12705000.0,3,1.75,1350,1.0,7,1350,0,47.4058,1560
200,6930000.0,3,1.0,860,1.0,6,860,0,47.5093,1300
201,9801000.0,3,2.5,1940,2.0,8,1940,0,47.3777,2030
202,15510000.0,3,1.0,1010,1.0,7,1010,0,47.675,1680
203,7474500.0,3,1.5,1300,1.0,7,900,400,47.3025,1430
204,9050250.0,3,1.0,910,1.0,6,910,0,47.4787,1400
205,27720000.0,4,1.75,2480,1.0,9,1630,850,47.5378,2770
206,22370700.0,3,2.5,2440,2.0,8,2440,0,47.7073,2750
207,14025000.0,3,1.0,1010,1.0,7,1010,0,47.5733,1290
208,5948250.0,2,0.75,900,1.0,6,900,0,47.4604,1250
209,15312000.0,6,3.0,2300,2.0,7,1600,700,47.7067,1560
210,10560000.0,4,2.25,1550,2.0,8,1550,0,47.354,1630
211,20641632.0,3,2.25,1270,2.0,8,1060,210,47.6647,1160
212,19552500.0,4,2.5,2240,1.0,9,2240,0,47.6143,2520
213,15345000.0,3,2.5,2714,2.0,9,2714,0,47.3185,2590
214,15741000.0,4,2.75,1720,2.0,8,1720,0,47.5458,2130
215,9240000.0,2,1.0,850,1.0,6,850,0,47.4889,1100
216,49665000.0,5,3.0,3300,1.0,9,1870,1430,47.5673,3836
217,14712654.0,3,2.5,2250,2.0,8,2250,0,47.5133,1320
218,35376000.0,2,2.25,3900,1.0,8,1950,1950,47.5884,2580
219,15411000.0,2,1.5,1320,1.0,8,1320,0,47.7145,2120
220,22638000.0,4,2.5,2760,2.0,10,2760,0,47.5836,3070
221,9238350.0,3,2.0,1750,1.0,7,1350,400,47.398,1900
222,17391000.0,4,2.25,2330,2.0,8,2330,0,47.7663,1910
223,10725000.0,3,2.25,2220,1.0,8,1780,440,47.3758,2080
224,10824000.0,3,2.25,2020,2.0,7,2020,0,47.3828,2020
225,12870000.0,3,2.25,1250,1.0,7,1250,0,47.5123,1280
226,15838350.0,2,2.0,1510,1.0,8,1510,0,47.7076,1640
227,8743350.0,4,2.25,1720,1.0,7,1120,600,47.2922,1510
228,7755000.0,3,1.0,1430,1.0,7,980,450,47.4075,1960
229,17044500.0,3,2.5,1480,2.0,7,1480,0,47.6794,2250
230,21615000.0,2,1.75,1450,2.0,7,1230,220,47.4497,2030
231,16500000.0,4,2.75,2280,1.0,7,2280,0,47.5218,2280
232,10395000.0,6,2.75,2940,1.0,8,1780,1160,47.3103,2120
233,7029000.0,2,1.0,1000,1.0,6,1000,0,47.5687,1150
234,15675000.0,3,1.5,2480,1.5,7,1620,860,47.5575,2090
235,33825000.0,5,4.0,3760,2.0,10,3760,0,47.6489,3430
236,13728000.0,3,2.0,2220,1.0,7,1640,580,47.3459,2070
237,13530000.0,4,1.0,1970,1.5,7,1670,300,47.6136,1510
238,26400000.0,3,3.5,3830,2.0,10,3530,300,47.7641,2920
239,15576000.0,6,2.5,4410,1.0,9,2350,2060,47.3376,2600
240,7425000.0,3,1.75,1430,1.0,7,1430,0,47.3173,1190
241,6930000.0,2,1.0,830,1.0,6,830,0,47.5308,830
242,15015000.0,2,1.0,1430,1.5,7,1430,0,47.6727,1450
243,7425000.0,3,1.0,1300,1.0,6,1300,0,47.3221,1260
244,15840000.0,2,1.0,1030,1.0,7,790,240,47.6779,1390
245,11979000.0,3,2.5,2740,2.0,9,2740,0,47.3076,2570
246,79200000.0,4,2.5,3650,1.0,9,1830,1820,47.6338,3120
247,5973000.0,2,1.5,720,1.0,6,720,0,47.5218,1150
248,8250000.0,4,2.0,2010,1.0,7,2010,0,47.2785,2010
249,15873000.0,3,1.75,1560,1.0,6,770,790,47.6846,1390
250,8580000.0,3,2.0,1810,1.0,7,1240,570,47.3656,1750
251,15015000.0,4,2.5,3360,2.0,9,3360,0,47.4369,3060
252,13695000.0,3,2.25,1510,2.0,8,1510,0,47.4616,1730
253,11533500.0,3,1.0,1400,1.0,7,800,600,47.5405,1620
254,8085000.0,3,2.5,1730,2.0,7,1730,0,47.3507,1630
255,19552500.0,2,2.0,1420,1.5,7,1420,0,47.6979,1420
256,12705000.0,4,1.75,2360,1.0,7,1180,1180,47.5278,1910
257,10395000.0,3,1.75,1580,1.0,7,1200,380,47.4756,1550
258,8415000.0,3,1.0,1230,1.0,7,1230,0,47.4437,1380
259,22869000.0,4,2.5,2460,2.0,8,2460,0,47.7048,2990
260,25740000.0,3,1.0,1660,1.5,8,1460,200,47.6362,1660
261,7821000.0,3,1.75,1270,1.0,7,1270,0,47.4207,1600
262,17325000.0,3,2.25,2100,2.0,10,1320,780,47.6154,2380
263,14025000.0,2,1.0,770,1.0,5,770,0,47.5964,1330
264,12206700.0,1,0.75,760,1.0,5,760,0,47.4683,1230
265,9570000.0,4,2.5,1700,2.0,7,1700,0,47.4045,1950
266,9405000.0,3,1.0,1120,1.0,7,1120,0,47.5544,1130
267,13695000.0,2,1.0,1070,1.0,7,1070,0,47.6802,1320
268,8992500.0,3,2.5,2070,1.0,8,1420,650,47.2988,2070
269,95700000.0,4,3.25,5050,1.5,11,4750,300,47.6312,3890
270,45045000.0,4,4.75,5310,2.0,11,5310,0,47.7285,4180
271,14388000.0,2,1.0,1040,1.0,7,1040,0,47.7107,1440
272,6930000.0,3,1.0,1700,1.0,7,1700,0,47.3271,1350
273,7788000.0,3,1.0,1300,1.0,7,1300,0,47.5053,1320
274,10923000.0,3,1.75,1080,1.0,7,580,500,47.6601,1440
275,12045000.0,3,2.5,2653,2.0,8,2653,0,47.4145,2653
276,14850000.0,3,2.0,2290,1.0,8,2290,0,47.4672,1660
277,25410000.0,4,2.75,3820,2.0,9,2850,970,47.7618,1860
278,15015000.0,4,2.5,2210,1.0,8,2210,0,47.3828,2670
279,13365000.0,3,1.75,2390,1.0,6,1240,1150,47.5362,2020
280,10061700.0,4,1.75,2600,1.0,7,1610,990,47.3954,1720
281,5610000.0,2,1.0,860,1.0,6,860,0,47.5048,1650
282,67650000.0,5,3.0,3830,2.0,9,2630,1200,47.6166,3050
283,25740000.0,4,2.5,3500,2.0,9,3500,0,47.6811,3920
284,10890000.0,3,3.0,2420,1.0,8,1740,680,47.7486,2570
285,12210000.0,4,2.5,2720,2.0,9,2720,0,47.3846,2410
286,15411000.0,5,2.25,2500,1.0,7,1850,650,47.7564,2300
287,13365000.0,3,1.75,1670,1.0,7,1140,530,47.7198,1670
288,22275000.0,5,2.25,2900,1.0,8,1450,1450,47.5461,2310
289,16500000.0,2,1.0,1640,1.0,7,1140,500,47.5712,1520
290,12869967.0,4,2.5,1890,2.0,7,1890,0,47.4281,2410
291,20790000.0,4,1.75,2950,1.0,8,1780,1170,47.7128,2120
292,11880000.0,4,2.5,2160,2.0,9,2160,0,47.3341,2280
293,19140000.0,4,3.0,3280,2.0,8,2270,1010,47.5399,2320
294,18150000.0,3,2.0,1970,2.0,8,1270,700,47.5717,2390
295,29007000.0,4,2.5,3360,2.0,10,3360,0,47.5951,3150
296,8745000.0,3,2.0,1320,1.0,7,1320,0,47.3536,1740
297,14734500.0,3,2.5,2650,2.0,8,2650,0,47.5084,2400
298,13332000.0,3,1.5,2030,1.0,7,1330,700,47.5586,2140
299,8827500.0,3,1.75,1590,1.0,7,1090,500,47.4427,1630
300,101475000.0,4,5.0,4550,1.0,10,2600,1950,47.6053,4550
301,11055000.0,3,2.5,2440,2.0,8,2440,0,47.3494,2510
302,19008000.0,3,2.5,1940,1.0,7,970,970,47.6933,2190
303,6884889.0,3,2.5,2040,2.0,8,2040,0,47.3537,2370
304,10395000.0,3,2.25,2200,1.0,7,1120,1080,47.476,1460
305,23925000.0,3,1.75,1920,1.0,8,960,960,47.6239,1740
306,18150000.0,4,2.75,1800,1.0,8,1400,400,47.7776,1800
307,20154750.0,4,2.25,2180,2.0,8,2180,0,47.6459,2250
308,18173100.0,2,1.0,1010,1.5,6,1010,0,47.6692,1460
309,21945000.0,4,2.75,3320,2.0,8,2220,1100,47.5376,2720
310,27522000.0,4,2.5,2370,1.5,8,1980,390,47.601,2440
311,6633000.0,5,1.75,1660,1.5,6,1660,0,47.529,1660
312,78672000.0,5,2.5,3650,2.0,10,3370,280,47.6345,2880
313,45672000.0,4,3.25,4290,1.0,11,2690,1600,47.5503,3860
314,46200000.0,4,3.25,4290,1.0,11,2690,1600,47.5503,3860
315,10065000.0,4,2.25,1950,1.0,8,1350,600,47.4441,2150
316,16071000.0,3,2.0,2590,1.0,8,1720,870,47.7357,1570
317,12870000.0,3,2.5,1930,1.0,8,1930,0,47.346,2350
318,18084000.0,2,1.0,1470,1.0,7,1170,300,47.6638,1570
319,8868750.0,4,1.0,800,1.0,6,800,0,47.48,1310
320,27056700.0,5,2.75,3150,2.0,9,3150,0,47.6759,1560
321,17160000.0,3,2.25,2030,2.0,8,2030,0,47.5162,2660
322,7590000.0,3,2.0,1450,1.0,7,1450,0,47.2639,1520
323,7920000.0,3,1.75,1510,1.0,7,1510,0,47.2929,1510
324,7656000.0,2,1.0,1240,1.0,6,960,280,47.4957,1820
325,7936500.0,2,1.0,1240,1.0,6,960,280,47.4957,1820
326,9074175.0,3,2.5,3030,2.0,9,3030,0,47.7721,3080
327,24420000.0,4,2.0,2050,1.5,9,2050,0,47.644,2320
328,6150375.0,3,1.0,1000,1.0,7,1000,0,47.472,1150
329,26070000.0,3,2.25,2370,1.0,9,1590,780,47.592,2500
330,29040000.0,4,3.5,2800,2.0,9,1890,910,47.669,2370
331,9207000.0,6,1.75,2240,2.0,7,2240,0,47.42,1590
332,9735000.0,3,2.0,1810,1.0,8,1810,0,47.1913,1910
333,21120000.0,2,1.0,1070,1.0,7,1070,0,47.6666,1710
334,31020000.0,4,2.0,2490,2.0,9,2490,0,47.5639,2770
335,8580000.0,4,2.5,1960,2.0,7,1960,0,47.3483,1800
336,18476700.0,3,2.75,2930,1.0,9,1860,1070,47.7648,2580
337,26119500.0,4,2.0,1510,1.5,7,1510,0,47.6794,1820
338,8745000.0,3,1.75,1420,1.0,7,1420,0,47.7535,1740
339,8085000.0,3,1.75,1740,1.0,7,1740,0,47.4945,880
340,16005000.0,4,1.75,2560,2.0,7,2560,0,47.6945,2560
341,22572000.0,4,3.5,3040,2.0,9,2420,620,47.5222,3470
342,14025000.0,3,1.75,2500,1.0,8,1300,1200,47.7222,1580
343,10216800.0,4,1.75,1275,1.0,6,1275,0,47.3796,1660
344,18224250.0,4,2.5,2580,2.0,8,2580,0,47.5374,2380
345,5445000.0,4,1.0,1000,1.0,6,1000,0,47.4897,1020
346,7916700.0,4,1.0,1000,1.0,6,1000,0,47.4897,1020
347,10560000.0,2,1.0,1070,1.0,6,1070,0,47.4716,1360
348,6817800.0,3,2.0,1390,1.0,7,1390,0,47.3581,1720
349,12771000.0,4,1.75,2500,1.0,7,1250,1250,47.7713,2040
350,9867000.0,1,0.75,560,1.0,4,560,0,47.675,1300
351,28215000.0,4,2.75,2270,2.0,9,2270,0,47.5603,2610
352,10395000.0,3,1.0,1900,1.0,7,1300,600,47.4147,1940
353,14437500.0,2,1.0,990,1.0,7,790,200,47.68,1930
354,8316000.0,4,1.5,1550,1.0,7,1050,500,47.3117,1640
355,12375000.0,4,1.75,2200,1.0,7,1100,1100,47.543,1600
356,9900000.0,4,2.5,1910,2.0,7,1910,0,47.3607,2010
357,13860000.0,4,1.0,1750,1.5,7,1750,0,47.5759,1750
358,29700000.0,3,1.0,1330,1.0,7,1330,0,47.6891,1340
359,22436700.0,3,2.5,2440,2.0,9,1980,460,47.565,1520
360,15279000.0,3,2.5,1640,2.0,7,1640,0,47.6359,1580
361,12540000.0,5,2.5,2760,2.0,9,2760,0,47.4769,2470
362,10873500.0,4,2.5,1820,2.0,7,1820,0,47.3845,1820
363,19963350.0,3,2.5,2110,1.0,8,1340,770,47.6743,2040
364,26235000.0,5,2.5,3040,1.0,8,1640,1400,47.5651,2920
365,15345000.0,3,2.0,1840,2.0,7,1840,0,47.4853,1380
366,22209000.0,4,2.5,2990,2.0,9,2990,0,47.4508,2140
367,26730000.0,4,2.5,3520,2.0,10,3520,0,47.6375,3400
368,25905000.0,4,2.75,2440,1.0,8,1910,530,47.5944,2770
369,11154000.0,4,3.0,2090,1.0,7,1370,720,47.4888,1810
370,9240000.0,3,2.25,1430,2.0,7,1430,0,47.5112,1430
371,10395000.0,4,2.25,2180,1.0,7,1100,1080,47.7711,1810
372,17490000.0,4,2.25,2180,1.0,7,1100,1080,47.7711,1810
373,12540000.0,5,3.0,3450,2.0,9,3450,0,47.2813,2860
374,9801000.0,3,2.25,1450,2.0,7,1450,0,47.5038,1650
375,24090000.0,4,2.5,3230,2.0,10,3230,0,47.5823,3480
376,14850000.0,3,1.75,1640,1.0,7,1110,530,47.7164,1770
377,9075000.0,3,3.0,1590,1.0,7,1060,530,47.3624,1680
378,19635000.0,4,2.0,2020,2.0,7,2020,0,47.6831,1910
379,14355000.0,3,1.5,1300,1.5,7,1300,0,47.592,1590
380,8910000.0,2,1.5,1380,1.0,6,1380,0,47.7461,3130
381,31350000.0,3,3.0,4040,2.0,10,3030,1010,47.7268,3360
382,12837000.0,4,2.25,2130,2.0,7,2130,0,47.7237,2300
383,18480000.0,4,2.25,2550,1.0,8,1580,970,47.6283,2420
384,44550000.0,5,3.5,4800,2.0,11,3480,1320,47.5543,4050
385,26367000.0,4,2.25,2510,2.0,8,2510,0,47.5483,2450
386,12061500.0,3,2.0,1410,1.0,7,1410,0,47.7591,1410
